index,review,cpu,graphicard,hardisk,ram,screen
23,DOWNGRADED to 2 stars because of the supplied Operating System. Don't buy unless you're willing to format. The Win 10-Home that comes with it is USELESS. I'm losing many hours of work because the unmanageable updates are constantly breaking my programs. The audio pops all the time and the video on my HDMI began to spaz out after one of these unrequested updates.UPDATE: upgraded to Win 10 per ASUS support suggestion and it has solved NOTHING !! It's fast but all the quirks will drive you crazy. Go find a Toshiba or Lenovo.UPDATE: ASUS support completely clueless. Tells me to format. They have no real 2nd tier knowledge to solve problems. They just e-mail people telling them to format.,1,2,1,2,3
24,"More than what I expected. My last Dell didnt last long but I did get it at Walmart. This computer is beatiful, easy to work through, even with the new Windows, and it has handled every program and game I have played on it. Worth the money.",1,0,1,2,2
25,"I love this laptop, functions great, great price. Thank you HP for such a high quality laptop",2,2,1,1,1
26,"Perhaps it's because I'm middle aged and slowing down myself but I don't understand how anyone can think this is a slow computer. It's not the fastest I've owned but an i3 priced in the $350 range isn't going to run with the $700 machines. I plan to use this one for data storage and access, not as my main machine. To that end, setting up a simple database and retrieving information, online data searches, e-mail, and blog posting (pictures, text -- running on Wordpress) has so far been a breeze and this E15 is more than fast enough, has plenty of storage, and a very good set of ports including VGA. The CD/DVD drive works perfectly and is a nice addition, as my other relatively new laptop did not include one. Windows 10 is pre-installed as are the usual bloatware, easily uninstalled. Speakers actually sound pretty good, though I'm a headphones guy and would never judge a laptop by its sound system.Battery life is exceptional, making this an ideal travel machine.Two issues. 1) This is not a genuinely dual channel setup. This is 4 GB + 2GB (a kind of 'flex' processing) and while this likely won't matter to many budget customers, as the speed will be plenty fast, I think claiming dual channel is a bit misleading. It is faster than a single channel of 6 GB. OK, I'm being a little picky. 2) The screen isn't the best. It looks a bit dull, frankly, kind of like the old TFT screens found on all those old Toshiba laptops from years ago. If you're trying to save money on a laptop but still need deep, clear, saturated color, I'd recommend looking elsewhere.For the price, this E 15 is a very competitive machine. It's fast enough and has enough storage, ports, a dedicated number pad, and a responsive enough touch pad that I'm finding it very easy to use. (Using two-fingered commands on the pad is especially good on this machine.) Were it to have backlit keys and a better screen, it would be a stellar laptop for all my needs and would likely make it to my office as my main machine. As it is, it's a great backup and would be the perfect student computer as long as graphics aren't terribly important. Heck, it even looks great.This is my first Acer but it likely won't be my last.",2,2,1,3,2
27,"If you have read some other reviews, you may have noticed the gripe about there being 10 gigs left after what it came with. Truth! Plus, it wants to update right away. So if you are buying this for just light use or for the kiddos, do yourself a favor and buy a good sized SD card to add some space because if you want to download anything that is going to use space, you will run out quickly. You're almost better off opting for a computer with more hard drive space if you don't want to mess with that. You can get rid of a few apps, but you aren't going to recover much space. I do feel that that it should be clear that you are only going to have 10 Gigs, in reality since so much of it is taken up by other processes.The update was slow. The computer is slow, so the update took a long time. Like hours. Windows 10? It ran slow too. Basically most functions ran slow. This is the turtle in a race against the rabbits you can buy out there. If you are accustomed to a fast running computer, this is not the model for you. If you just want to do some basic things on it (no gaming for sure), then it's probably OK for your needs.The computer did well with web browsing and played Netflix just fine. The charger is small and light as well and that's also a plus for traveling.But, it was super light --- which made it great for flying with. The battery life was pretty good for flying also.",3,4,5,4,3
28,"Very good, works well, is fast",2,2,1,3,2
29,"Please read the product description. There is absolutely NO memory on the computer. I downloaded google chrome, kindle and one other app and that was all the space available. Speakers were good but that was its only redeemable quality.",3,1,5,4,3
30,These five Acer Flagship CB3-532 HD Chromebooks are working beautifully in my Aquatic Science classroom. They are helping my students do research; post to Schoology; write essays and so much more.,2,2,5,4,2
31,Refurbished laptop works excellently and if you can handle there being a couple of scratches that do not in any way impact the performance of the computer this is the perfect product!,2,2,5,4,3
32,"I absolutely love this product. It is light, and ideal for traveling with. Has a SSD with more than adequate storage for my needs, more than enough RAM, more than enough CPU speed/performance for everything I do. Battery life is ~ 7h. The network connectivity chip of this PC is a welcome change from my last PC (an HP which struggled with connecting to Wifi). This laptop immediately locks in to the nearest WiFi extender in my home - or any other WiFi I connect it to. LOVE the back-lit keyboard (my MUST-HAVE feature). Just the perfect PC for me. Very happy - No hesitation recommending this product.",1,2,3,2,4
33,All the specs are there! Awesome laptop!,2,0,3,2,2
34,nice product and useful for my kids for their activities,2,2,0,2,2
35,"Being new into computer gaming reviews are accurate. Runs smooth, and haven't had any issues with games. Battery life sucks, and the fan gets loud, but with my setup it doesn't hinder anything and if I needed something mobile i'll pick up my Switch. Very good buy for the price!",2,0,1,0,2
36,Great computer from my grandkids.,3,4,5,4,3
37,Worked well right out of the box,2,2,5,4,2
38,No problems,3,4,5,5,6
39,Good laptop but the charging cord is trash. I breaks within 2 months if you do anything except use it as a desktop machine. Dell's warranty is not worth the paper it is printed on and will not be honored. I cannot recommend spending 700 for a laptop then having to spend an additional 40 every 2 months on new charging cords. Any type of frequent movement (ie adjusting how you are sitting while reading in bed on the laptop) causes the power cord to separate from the plug that goes into the computer.UPDATE: The day after posting this review I received a call from a higher up in dell customer service. They upheld the warranty and sent a new cord. When I received the new cord it was obvious that the original cord was defective from the beginning which could happen with any product. Other then the cord issue it is a good reasonably priced gaming laptop.,1,0,1,2,2
40,I love it!,2,4,5,4,3
41,"Disappointed to find that this product was used, box had been open and it had scuff marks on it. Understand that its a good price but it doesnt say anything in the description about the item being a return or used. BUYER BEWARE",1,2,3,2,4
42,Great laptop. Not a single issue. Upgraded wifi card cost $30ish otherwise havent changed a thing.,2,1,1,2,2
43,"Great product, more than I expected.",2,2,1,3,1
44,"I purchased a new Asus UX430UAR. Set up and immediately experienced blurry text in some programs. I contacted ASUS customer support and spent 2 days going back n forth with them. They identified that my computer did not have Splendid, Eye Care, Tru2life Video and Audio Wizard software. Upon installing drivers I received the ""Missing ICM file"" when Splendid was installing. Customer service had me reset my computer back to factory and I still received the error. They recommended that I send it back to seller (Amazon). I received my new laptop and once set up with all current updates, still no Splendid, Eye Care, Tru2life or Audio wizard!! Went through installing all the drivers again, received the same error ""Missing ICM file"". Very frustrated that 2 computers both have the same problem with no fix from ASUS.",3,2,2,0,3
45,"In 2018, GTX 1050 is little not buy-worthy but for this budget, this is the best. Thin and awesome design. Fans are little loud when the gpu at max.Played far cry 5 High quality (not ultra) without a single problem except the fans are louder than expected. That is not a big problem if you use a headphone",2,0,1,0,2
46,"It looks great but i could never finish upgrading the system as soon as I got it. It was the slowest machine I have never had, and my last one was a dell machine I bought on 2008. It took to long to turn on by a 2018 standard. The battery was at 43 percent after fully charged after 1 and 1/5 time of looking it up. Disappointed I returned it right away.",3,2,1,2,2
47,"This computer is advertised as having a ""quad core"" processor which would seem to imply that at a minimum it is not slow. My experience with this machine for a few months now can best be summed up in one word, ""disappointed"". This computer is so slow that when using Microsoft Word, Edge, or Outlook, the screen display cannot even keep up with my slow typing. It lags at least a word behind. Very awkward. In addition it is incapable of going more than one level deep into any web site. If there are pages with photos to look through it simply stops and freezes. It has been OK for the purpose I intended which is reading my Kindle books using your Kindle for PC software, although it often takes more that a minute for the program to open. I would not recommend this computer to anyone who has even average speed requirements.",3,1,5,4,3
48,"Computer arrived new in original packaging, when turned on it had a pink horizontal line all the way across the screen. Had to return. Amazon refunded my money and I ordered another computer.",2,2,1,2,1
49,I've owned Asus computers and mother boards for a long time and they have always met my expectations.Their support is good and the forums are helpful. This P-Series is fast and the screen is sharp.,2,2,1,2,2
50,"Great PC, did everything I needed for school. I had to return it because it did not have the correct version of Windows. It claimed to have windows 10 pro, but in fact had a non-genuine copy of windows enterprise.",3,2,5,4,6
51,"Very pleased with this purchase, I got it mostly for my wife to work on her spreadsheets and scheduling for work remotely that being said it runs silently while doing that and the battery life is pretty good.I myself am a gamer and wanted something to be able to play games when away from my desktop we brought it on a trip and I was surprisingly able to play far cry 5 on ultra settings at 1080p while keeping a stable frame rate of 40 to 55 FPS which for a laptop with an i5 and a 1060 max q was awesome though the only downside is. that you have to keep it plugged in and the fans can be a bit noisy but I play with headphones so it wasnt a bother at all I would recommend this laptop to anyone at this price point.",1,0,5,2,2
52,"Very great affordable gaming laptop. The specs dont lie. For the price of this laptop, its hard to get much more than what this laptop provides, I have yet to run into a game it cant play and its remarkably fast and is also fashionable",1,0,1,2,2
53,"Battery dies fast, but in other aspects this laptop is 10/10!",2,0,1,2,2
54,Excellent !!....,2,2,1,2,2
55,"Update: see the original review belowIt's been a year and I'm finally out of space which is fine because I can buy more storage (ie. Micro SD Card) if you're unsure about buying a mostly cloud based laptop go for it but know that you're not doing for space. I would definitely purchase this again and stand by my five star review.*****I didn't want to review it til I was sure and I'm certain this computer is legit. It's lightweight, affordable, and pretty to look at. I even found a matching wireless mouse. I've had this laptop for a little over a month and I enjoy how fast it is. I use it for word processing mostly and blogging. The fact that you can also add your own storage with a micro SD Card is also a big win. I'm thinking of purchasing an external hard drive for more storage. I haven't run into any cons so far. I can watch videos, write, and not worry about any lag. It's so light that you can carry i t with one hand. The color isn't a shiny gold and I don't care. I would recommend this for anyone that's on the fence about purchasing this.",3,1,5,4,3
56,Great Product,1,2,3,2,4
57,"Really small, which i love. Light weight which is amazing.Its a bit slower than i expected, but its good for what i need it",3,1,5,4,3
58,Could possibly be returning it. I'm sure the product itself is great but it arrived in an extremely damaged and oversized box so the device had clearly been slamming around in there the whole way to my house and I think that directly relates to the fact that at least 5 times per day since I got it(which was less than 7 days ago) it has frozen to the point where not even the power button works and I have to do a hard reboot to get it to work again. Really annoying when I'm in the middle of note taking on it at school. I really don't want to return it but I feel like I have to... I may give it a few more days but I should of said something to amazon as soon as I got it. I ordered it just in time for school though and I don't wanna be stuck without it now that all my class docs are on it...,2,4,5,4,5
59,"Gift for husband, he loves it and may have to buy another one!",2,4,5,4,5
60,"I think this computer is awesome for the money. If you are looking for a Windows computer for under $500, it's hard to beat this one.",2,2,1,2,2
61,"Arrived fast, no damage to packaging. Took a while to get started and complete all the updates but this is perfect for us!",3,1,5,4,3
62,Great computer for the money! I love the keyboard - my fingers fly on it!,3,1,5,4,3
63,Great purchase!,2,2,5,4,2
64,Absolutely love my new laptop. Have always wanted one with a backlit keyboard. This thing is super fast too!,2,2,0,2,1
65,Fast. Works great!!,2,2,1,4,2
66,"I agree that the keyboard could be better. It's not 'bad' or 'awful'. It doesn't have a lot of travel and the keys do feel a bit 'cheap'.However, if you type a lot you'll have no problems at all.The machine is light, very attractive and thin.It's responsive and quick.I cannot speak to battery life as I've not run it flat yet.This machine is replacing an Acer C720 and I'm extremely pleased with it.Obviously with Chromebooks setting up is extremely simple.Running Android apps on the Samsung Chromebook Plus is very good. I realise there are some mixed experiences as some apps don't scale to the screen well. So far that's not been my experience. I guess it depends on the apps you're using.The screen is fantastic and the sound if very good. Given the limitations I'm quite happy with the volume. I don't expect bass on these devices so if you want a stronger bass, buy external speakers that have this capacity - you can't expect miracles.",2,4,5,4,5
67,"I recently purchased the Chromebook Plus and Chromebook Pro. I initially thought I would like the Pro better because it is faster. However, if you use the Stylus much - such as in Squid you will find that the PLUS has noticeably less lag than the Pro. Apparently there is some optimizations that Google has done with the OP1 and Pixel that allow what is called Instant Ink.So if you want instant ink stylus response the Plus is better than the Pro.I have also noticed the Pro seems to run hotter and have a noticeably shorter battery life.I will be sending back my Chromebook Pro and keeping the Chromebook Plus. To me the Plus is fast enough, has better battery life, runs cooler and if you take notes in Squid it is noticeably more responsive.",2,4,5,4,5
68,"The performance and built quality is amazing. The laptop boots up extremely fast and plenty of RAM really helps if you into coding or data science.There's just one issue that many other DELL users have also mentioned. Certain applications like VLC, Codeblocks get pixellated despite the laptop supporting that level of graphics. Maybe there are some display compatibility issues.Overall, this laptop is an extremely good option in this price.",1,0,1,2,2
69,"So, first thing is first: I am not a heavy PC gamer. I play mostly consoles when I do game. But I needed a new laptop for school and music production and it's rare to find a laptop with an actual graphics card higher than a 960M for this price.A few points:This DID come with 8GB DDR4 RAM, a 4GB GTX 1050 (not the Ti edition), and a 1TB hard drive. It does support up to 32GB RAM using 2 16GB sticks, and is upgradeable through a door on the bottom.Pros:-This laptop feels sturdy and solid. I love the red accents and the solid black main body color.-The graphics card has handled the light gaming I've done with it with flying colors. So far, I've tested Portal 2 at maxed out settings and it's done roughly 180-200fps. LA Noire at all maxed settings keeps a steady 30fps (it's frame locked), Metro 2033 at maxed settings runs at roughly 45fps.-The Intel i5 has been a solid CPU for it as well.-The wifi uses ac and b/g/n so it makes full usage of the 5ghz channel for wireless. The speed difference is night and day. I get almost triple the download speed using ac over b/g/n.-Battery life unplugged and surfing the internet is really good. 7-8 hours.Cons:-Ok, so this is my major issue and the only reason it's not getting 5 stars. The speakers are...not great. They advertise a subwoofer, but I'm not sure what the deal with that is since the bass on this is average at best. The speakers do tend to crackle and distort at higher volumes to the point where a musician like myself gets very annoyed. I'm actually debating on buying a bluetooth speaker to use instead.Overall, if you're looking for a solid gaming laptop, this is probably the best one I've found, but be aware that the speakers are not great and I almost feel like they dropped sound quality to increase graphics quality. It's a weird trade.",1,0,1,2,2
70,"Dont get me wrong: this laptop is light years ahead of any computer I have ever owned. It is slim, light, fast, great looking I really wanted one that had an SSD and hard drive so I could work quickly but store a lot of photographs and at work. But for streaming video it is terrible  the sound is very quiet and very muffled. I dont want to have to get external speakers or wear headphones every time I want to watch a show. Havent decided if Im going to return it but Im very disappointed.",1,2,1,2,3
71,"This is a crummy computer. As soon as I started it up and began setting it up, it said it needed to do a major update for windows 10, and it would take hours. Three hours later it said it couldn't load the updates because there were corrupted files. I get my internet through satellite and pay $95 month, and this piece of crap used 1/4 my monthly allowance. Then it tried again and failed, another $25 worth of download time wasted. This was all happening in the background, and suddenly I realized I had been throttled back by my satellite company and had to buy additional time just to stay online. That cost me another $50, and this crap machine kept burning it up. So I went in and disabled the Win10 update app. Next time I turned it off and back on it went into a loop, you guessed it, trying to install updates, failed shutting down, then trying to install updates, failed, then shutting down. Non stop never booted up again. Try calling the ACER help line and you will get someone who can barely speak English. I called 4 times and had to hang up because there was no one capable of speaking clearly. Horrible computer from a crummy company that hires idiots who can't even speak the language, DONT BUY I returned mine and will never buy an ACER product again.",2,4,1,2,2
72,"Exactly what I needed. I use a laptop for online work and my last one died on me. This is my first chromebook. I had went out and bought an 11 inch Chromebook from the store, came home and was disappointed by the screen size. Returned it and started looking on Amazon. Found this one for the same price as the 11 inch one so I was thrilled. I knew I needed a bigger screen. It seriously looks brand new and was packaged very well. Very fast for surfing which is basically all I need it for. My daughter likes to play online games on it as well. Super happy with it so far.",2,2,5,4,2
73,Absolutely love the laptop. I have had no problems with it. Definitely would buy an Asus again.,3,1,5,4,3
74,It came in the package scratch up and half of the screen was dark,3,3,5,5,6
75,I was very disappointed that it was not the laptop shown on the description.,2,2,5,4,3
76,"One of the first things I did when I got this computer is replace the hard drive with an SSD. This was actually pretty painless to do. From there, I just reinstalled Windows.I bought this computer mainly for the processor. Since one of the other reviewers noted that their computer came with an i3, and I was buying this purely because it came with an i5, that's the first thing I checked. To my surprise, the processor in my computer was slightly better than the one advertised. My computer came with an i5 3340 (2.7/3.4ghz) which is better than the 3320m it was supposed to come with (2.6/3.2ghz). I intend on using this computer for programming so I installed Visual Studio, SSMS, etc. With the SSD they all load within a few seconds, and I'm fairly happy with the performance.As I'm writing this review, I'm pretty happy with the keyboard. This was a business class laptop, and you can definitely tell from the construction. It feels pretty solid.There are some cons to take into consideration however:The maximum resolution on the display is 1376 x 768. My old laptop, which I'm going to be replacing with this one, was 1920 x 1080. So it's a bit disappointing that I'm going to be losing some screen real estate. I intend on having the programs open with the ebooks next to them. So the screen resolution will make it harder to have them side-by-side. In addition to the resolution, the screen is not touch screen.I was having an issue connecting to my wifi for some reason. The issue was fixed when I reinstalled Windows on the SSD. I'm not sure if it was due to using the SSD or due to reinstalling Windows. But whatever the case may be, that fixed the issue.The battery life on the computer looks like its a maximum of two hours. On my previous laptop it was 5 hours. So something like this is a bit disappointing, especially from a computer that's supposed to be a business class laptop. You may have to replace the battery with another one online if you hope to have a decent battery life.As someone from an accounting background, the lack of a ten-key is disappointing.Lastly, the computer ships with 32-bit Windows. While this probably won't be an issue for most people, it does prevent you from using all of the ram that the computer ships with. And, for someone like me, it may also limit performance.Overall, I'm fairly happy with this computer. I bought this mainly for processing power and I sure got it. However, depending on what your needs are, this may not be the computer for you. But I think it'd be hard to go wrong with this computer. A review from PCMag from around 4 years ago notes that this computer sold for around $830. So you're getting quite a good value paying significantly less than that.",2,2,3,4,3
77,"So far this laptop has completely met my expectations. Extremely light yet feels rigid enough, loads all my 3D design software fast and nice. Graphics could be faster... but not for this price tag! I love Windows 10, and particularly the fact it is not Windows 8...The only but I find it that when plugged it generates that weird electric field around the keyboard and behind the screen that you feel when you pass your finger or hand. It is strange, I guess it is because there is no ground on the Power Supply?",3,2,2,0,3
78,"Happy with it so far, def worth for the money.",2,2,1,2,1
79,"amazing design, but very laggy and slow. Honestly. Unfortunately, not for me, and had to return it. Problems in deleting files. Was on the phone with the samsung support and google too. this is great small toy for students , but if you're looking for something a bit more powerful, then no!it lags even with just 2 windows opened. Great screen, but... I am gonna go for something else. I wish I could already buy the PRO ! but samsung for some reason is not releasing that yet.",2,4,5,4,5
80,All the features are great. I love the colour especially,3,2,1,4,2
81,Extremely extremely slowHangs a lot. I've had 4 gb ram systems that are much faster.,2,2,0,2,2
82,Awesome sauce!!,2,2,5,4,3
83,So far so good! I purchased this laptop for my daughter that is a college student. She has had it for almost a week and loves it! It is light weight and easy to set up.,3,4,5,4,3
84,"Great laptop but makes weird electrical sounds every couple days. Considering this is samsung, I hope it's not a problem with the battery. This would also be a great laptop if it came with a Windows as there are no windows laptops with this screen resolution/aspect ratio. Trackpad could be a little bigger and more responsive, but it's not bad.",2,4,5,4,5
85,"What I love:1. The screen: clear, large, 3:2 ratio2. The pen: accurate, responsive, attachable inside the device itself3. The battery life: 6-7 hours if I'm multitasking--not the worst ever, and at least the battery is consistent4. Android apps: Kindle, Amazon, Drive, Photos, Snapseed, Gmail, Hangouts, Keep, Google Calendar, OneDrive5. Security: password locked on boot-up, smart-lock if my cell phone is close by6. Keyboard: deep travel, large keysWhat I hate:1. No Microsoft Office apps anymore (as of 24 Mar 2017). I had to sideload the apks from my smartphone. They installed and worked great. I think Microsoft is just the punk as usual and revoked their access to Chromebooks.2. My favorite game on android (Rusted Warfare) will not accept touch input after I join an online game.3. The battery life is not 10+ hrs4. Slower charging for a full charge. It takes at least a couple hours for a full charge.5. No multitasking in tablet mode6. No desktop icons7. Swiping gestures in android apps are buggy. Sometimes it recognizes the swipe and sometimes not.8. KineMaster (the best professional video editing app for Android) force quits every time I try to launch it.9. Will not read 1080p 60fps video properly from my SD card from my camera. It opens the video and plays a weird rainbow filtered version of my video. It is by no means useful.Since there are so many negatives... I may be returning this Chromebook.",2,4,5,4,5
86,"Slim, light, easy to navigate",0,2,3,2,4
87,"Very sleek and light weight, offers everything I was looking for in a laptop. Customer service super easy and prompt to work with.",2,2,1,4,2
88,husband very satisfied with laptop,2,3,1,2,2
89,Waste if money... All the memory is dedicated to the software... Crashes almost immediately after set up and won't download updates.,3,4,5,4,3
90,Computer is extremely slow and doesnt seem to have the processing power it needs.... extremely disappointed.,3,1,2,4,2
91,Its fantastic. I really enjoy it every day. Im happy to open it and to know that i make a good decision. I really like to have a chromebook plus if somebody have to update or reboot I just smile.,2,4,5,4,5
92,Absolutely Perfect for Business. I am a Lawyer and I Love It. Totally Happy.,2,0,3,1,2
93,"Loving it! Although it lags a little bit and that some of its features such as the android apps compatibility is not working so well, as a laptop with light weight and that is 360 reversible, it is pretty awesome. It has been 3 days so far and my friends liked then design of it as well as the fact that I can use it to take notes in class without being distractful to others.",2,4,5,4,5
94,"As a computer, it is okay, no complains about that. But be aware that it has no space to save almost anything in the hard disk, so when buying it don't forget to buy as well an SD card of at least 2GB to store your stuff.",3,2,5,4,3
95,The processing speed is great for games but the charging port is less than desired. I tried to power it on and it wouldnt turn on. It only worked when I blew into the charging port and my son had only had it since Christmas of 2017.,1,0,1,2,2
96,Incredible battery life. I use it way more than my laptop PC.,3,4,5,4,3
97,Problem with settings will not let us turn on WIFI,3,1,5,4,3
98,"I didn't expect a fancy laptop because I was looking for reliability. I had only Dell until now but they have poor reliability and many times I sent them for repair so I decided to change since my last Inspiron 17 5000 failed in 14 months. (very disappointing)First time with Asus and I'm satisfied even when I have it less than a week, I think adding memory is a must so I will. Intel Graphics worked smoothly without blinking, easy to setup unlike USB-C ports whit adapters that cause problems. No bloatware (thank you) it will upgrade Windows 10 in the initial setup, lets see about reliability in the future.Good for the price!",2,2,1,2,2
99,"since we have had this computer the screen has blanked out a few times, it takes several reboots to get it back, we are worried we will lose all of our information.",2,2,1,2,2
100,"This is my first significant product review, but after spending a week with the device I thought I would offer my thoughts. I bought it mainly as a light cheap, beater device to do web browsing, minor productivity, and wanted stylus specifically for MS OneNoteTLDR: Great value for inking and minor productivity if bought refurbished. Pros: Light, good screen, tolerable keyboard, all day battery life on low brightness settings (8-10hrs), stylus is good in OneNote Cons: No USBA ports, As of 6/24/17, NO NATIVE MICROSOFT OFFICE SUPPORT from playstore (see below). Must be sideloaded in developer mode. Freezes/slows at >8-9 tabs in chrome.Hardware:Build: All aluminum, initial impression is good, though torx screws on bottom of device get loose quicklyI/O: 2x usbc ports allows charging from either side, headphone jack works fineKeyboard/Trackpad: Keyboard is mushy but tolerable. No backlight. Major complaint is small backspace key, but I have gotten used to it pretty quickly. Trackpad generally works.Screen: Stellar and bright enough to use outsideSpeakers: Downfiring, generally OK but not greatPerformance: Has generally been fine when working exclusively in chrome. My unit does tend to freeze/slow down when I have more than 9ish tabs open in chrome in addition to a couple of apps like slack and onenote so this is not a device for heavy multitaskers.Software:ChromeOS: Works fine. After some tweaks, I WAS able to connect it to enterprise WPA, though with some difficulty.Play Store: Works great! As of 6/24/17 you can only adjust app window sizes to full screen half screen or minimized, but it was fine for my use with one major caveat.As of 6/24/17, does NOT natively support MIcrosoft Office. OneNote, Word, Excel play store apps must be sideloaded in developer mode. Microsoft has arbitrarily decided that it will not support Android Microsoft apps on any device >10"" in size. This is very unfortunate as I bought this specifically to use it for OneNote and as far as I can tell, OneNote offers the smoothest inking experience on this device. Squid works pretty well too.Conclusion:It takes some work, but this functions well as secondary lightweight device for MS onenote and light productivity on enterprise networks. However, it take quite a bit of googling to figure out how to sideload microsoft office.Other tips:-When I first received my refurbished unit, it would not power on and the LED indicator was flashing blue, red, and white. I'm not sure what state this indicates, but if you powerwash the device (Esc+Refresh+power button) and plug the device in, the LED will turn solid red and the device will charge. After fully charging it (about 4 hours), you will be able to power on the device normally.-Ubuntu on this device seems to be doable, but the drivers are not perfect....yet",2,4,5,4,5
101,Just started using 2017Acer Flagingship so far working as expected .,2,2,5,4,2
102,mouse doesn't function well,2,1,1,2,2
103,"Thats crazy excellent!, attaccher is equal to.Th will be touch on we needed. If I board those, you should Me ship to another one(the first = new):",2,4,3,2,5
104,It's great laptop but not as fast thought it would be. Multitasking on laptop seem too much for the computer sometimes. But overall performance is great.,2,0,1,2,2
105,Item was not a touchscreen and did not have backlit,2,4,3,2,5
106,Same issues other are having touchscreen just stops working via touch. Still works with stylist. Machine is 3 months old unacceptable.,2,4,5,4,5
107,very fast and love the light up key board,2,2,3,2,2
108,Awesome book and super fast delivery,2,2,5,4,6
109,"No backlit keyboard makes this system really REALLY difficult to use at night.So far smooth start up and use which beats my old asus that just died but I'm really disappointed by the keyboard which should be baseline feature on ANY laptop by this point... Seriously.Really, I'd trade the start up speed for the ability to see what the heck I'm writing at night.",2,2,1,2,2
110,GREAT DEAL !.,1,1,1,4,1
